ticket_code,last_name,first_name,email,product,transferred_from_code,transferred_from_email
7T2NC,Cannon,Gracious,gracious.cannon@noop.com,Bally's - Standard King (Direct Sale),,
4X7HK,Hofstadter,Heuristic,heuristic.hofstadter@noop.com,Bally's - Standard King (Direct Sale),,
CA99N,Chaplygin,Xenodochial,xenodochial.chaplygin@noop.com,Bally's - Standard King (Direct Sale),,
X4357,Morse,Gifted,gifted.morse@noop.com,Bally's - Standard 2 Queens (Direct Sale),,
698KR,Buck,Gracious,gracious.buck@noop.com,Bally's - Standard King (Direct Sale),,
HX37D,Wing,Brave,brave.wing@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
KX7XK,Margulis,Unruffled,unruffled.margulis@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
C6MN8,Lederberg,Goofy,crazy.diffie@noop.com,Bally's - Standard King (RFP Sale),,
72T97,Almeida,Tender,strange.black@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
T3N6H,Ptolemy,Blissful,blissful.ptolemy@noop.com,Hard Rock - Standard King (RFP Sale),,
84MMX,Faraday,Naughty,naughty.faraday@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
RNRT3,Merkle,Friendly,friendly.merkle@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
AM7C7,Jepsen,Distracted,distracted.jepsen@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
HC38M,Chatelet,Sad,sad.chatelet@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
CX5K6,Hawking,Keen,keen.hawking@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
CNXC7,Pike,Nervous,condescending.lalande@noop.com,Art Room Bally's - Standard 2 Queens (RFP Sale),,
34CK7,Yalow,Elated,elated.yalow@noop.com,Bally's - Standard King (RFP Sale),,
2933H,Kilby,Objective,objective.kilby@noop.com,Bally's - Standard King (RFP Sale),,
27T3A,Cannon,Crazy,crazy.cannon@noop.com,Bally's - Standard King (RFP Sale),,
XD7K8,Ptolemy,Xenodochial,xenodochial.ptolemy@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
89TAR,Keller,Admiring,admiring.keller@noop.com,Bally's - Standard King (RFP Sale),,
5K2X3,Fermi,Friendly,friendly.fermi@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
4N852,Snyder,Determined,determined.snyder@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
7688X,Bose,Tender,awesome.beaver@noop.com,Art Room Bally's - Standard 2 Queens (RFP Sale),,
889XH,Leakey,Busy,busy.leakey@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
AT2N7,Jennings,Suspicious,suspicious.jennings@noop.com,Bally's - Standard King (RFP Sale),,
6C65N,Germain,Quirky,quirky.germain@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
H3824,Shockley,Tender,compassionate.euclid@noop.com,Art Room Bally's - Standard 2 Queens (RFP Sale),,
RK8K6,Chandrasekhar,Inspiring,inspiring.chandrasekhar@noop.com,Bally's - Standard King (RFP Sale),,
8T9KR,Joliot,Vibrant,vibrant.joliot@noop.com,Bally's - Standard King (RFP Sale),,
4ATK3,Shockley,Tender,compassionate.euclid@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
MMTAC,Zhukovsky,Quirky,quirky.zhukovsky@noop.com,Bally's - Standard King (RFP Sale),,
44694,Lichterman,Boring,priceless.albattani@noop.com,Bally's - Standard King (RFP Sale),,
C7523,Bell,Festive,festive.bell@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
8ACD6,Engelbart,Sleepy,sweet.mcclintock@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
3DNC8,Proskuriakova,Confident,confident.proskuriakova@noop.com,Bally's - Standard 2 Queens (RFP Sale),,
