Placement Verified,Floor,Room,Room Type,"Room Features (Accessibility, Lakeview, Smoking)",Connected To Room,First Name (Resident),Last Name (Resident),Secondary Name,Room Owned By (Secret Party),Check-in Date,Check-out Date,Art Room,Art Room Type,Art Name / Placed Name,Placed By,Changeable,Change Reason,Guest Restriction Notes,Room Notes,Placement Team Notes,Paying guest?,Department,Ticket ID in SecretParty
TRUE,15,1503,Queen,,,Infallible,Gauss,,,Fri - 11/10,Mon - 11/13,Yes,WordSection70,InMarketFederal,Dreamy Einstein,Yes,,,,,Yes,Guest,882XK
FALSE,15,1506,Tahoe Suite,,"1506, 1510",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,15,1507,King Sierra Suite,,"1507, 1511",Kind,Galileo,Reverent Wescoff,,Wed - 11/8,Tue - 11/14,Yes,RestLaughWater,SongDogPlay,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,15,1510,King,Lakeview,"1506, 1510",Fervent,Germain,Reverent Wescoff,,Wed - 11/8,Tue - 11/14,Yes,NameOhSingle,AnyoneAgeInternational,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,15,1511,Queen,,"1507, 1511",Goofy,Kirch,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,HotAvoidSuccess,Dreamy Einstein,Yes,,,,,Yes,Guest,NMHR4
TRUE,15,1512,Queen,Lakeview,,Zealous,Mcclintock,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,WordGreat98,Dreamy Einstein,Yes,,,,,Yes,Guest,6TTD2
TRUE,15,1513,Queen,,,Affectionate,Hermann,,,Thur - 11/9,Mon - 11/13,Yes,NaturePosition49One,EnergyFor9,Dreamy Einstein,No,,,,,Yes,Art,TACT5
TRUE,15,1514,King,Smoking,"1514, 1518",Adoring,Tereshkova,,,Fri - 11/10,Mon - 11/13,Yes,NaturePosition49One,AgencyEven42,Dreamy Einstein,No,,,,,Comp,Production,n/a
TRUE,15,1515,Queen,Smoking,"1515, 1526",Silly,Banach,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,LittleUsAlready,Ecstatic Jackson,No,,,,,Yes,Art,D7RDH
FALSE,15,1518,King Sierra Suite,Smoking,"1514, 1518",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,15,1519,Tahoe Suite,Smoking,"1519, 1523",Heuristic,Robinson,,,Sun - 11/5,Wed - 11/15,,,,Charming Mendeleev,No,,,,,Comp,4th Wall,n/a
TRUE,15,1522,King,ADA Smoking,"1522, 1524",Sharp,Poitras,Reverent Wescoff,,Thur - 11/9,Mon - 11/13,Yes,RestLaughWater,CareAttack89,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,15,1523,Queen,Lakeview Smoking,"1519, 1523",Nostalgic,Ellis,,,Fri - 11/10,Mon - 11/13,Yes,NameOhSingle,TrainingSign36White,Dreamy Einstein,Yes,,,,,Yes,Guest,KHRRK
TRUE,15,1524,King,Smoking,"1522, 1524",Sharp,Poitras,Reverent Wescoff,,Thur - 11/9,Mon - 11/13,Yes,NameOhSingle,HistoryHangExperience,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,15,1525,Queen,Lakeview Smoking,,Interesting,Davinci,,,Fri - 11/10,Mon - 11/13,Yes,EnjoyThose26Seem,AboutNo74,Dreamy Einstein,Yes,,,,,Yes,Guest,9697A
FALSE,15,1526,Queen Sierra Suite,Smoking,"1515, 1526",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,15,1527,King,Smoking,,Pedantic,Mclaren,,,Tue - 11/7,Tue - 11/14,Yes,NameOhSingle,PullBoxNew,Dreamy Einstein,No,,,,,Comp,Production,n/a
FALSE,15,1531,Tahoe Suite,Smoking,"1531, 1535",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,15,1532,King Sierra Suite,Smoking,,Cool,Blackburn,,,Tue - 11/7,Tue - 11/14,Yes,NameOhSingle,BuildPush95,Dreamy Einstein,No,,,,,Comp,Production,n/a
TRUE,15,1535,Queen,Lakeview Smoking,"1531, 1535",Bold,Villani,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,WhoLikeTonight,Dreamy Einstein,Yes,,,,,Yes,Guest,MCKND
TRUE,15,1536,Queen,Lakeview Smoking,,Elegant,Shaw,,,Fri - 11/10,Mon - 11/13,Yes,EnjoyThose26Seem,WaitThree67,Dreamy Einstein,Yes,,,,,Yes,Guest,XM47X
TRUE,15,1537,Queen,Lakeview Smoking,,Charming,Swartz,,,Thur - 11/9,Mon - 11/13,Yes,NameOhSingle,StandSeemHuman,Dreamy Einstein,Yes,,,,,Yes,Guest,RCAHN
TRUE,15,1538,Queen,Lakeview Smoking,,Festive,Nash,,,Fri - 11/10,Mon - 11/13,Yes,EnjoyThose26Seem,OfficerCityArgument,Dreamy Einstein,Yes,,,,,Yes,Guest,HXM6R
FALSE,16,1601,Queen,Hearing Accessible,,Ecstatic,Hopper,,,Fri - 11/10,Mon - 11/13,Yes,NameOhSingle,ForwardGreat95,Dreamy Einstein,Yes,,,,,Yes,Guest,R8K87
TRUE,16,1602,Queen,,,Dazzling,Turing,,,Thur - 11/9,Mon - 11/13,Yes,RestLaughWater,EachBallPoint,Dreamy Einstein,No,,,,,Yes,Art,A6MH6
TRUE,16,1603,King,,"1603, 1607",Confident,Knuth,Reverent Wescoff,,Wed - 11/8,Tue - 11/14,Yes,WordSection70,GiveBetter28,Ecstatic Jackson,No,,,,,Comp,Art,n/a
FALSE,16,1606,Tahoe Suite,,"1606, 1610",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,16,1607,King Sierra Suite,,"1603, 1607",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,16,1610,Queen,Lakeview,"1606, 1610",Vigilant,Tharp,,,Fri - 11/10,Mon - 11/13,Yes,NameOhSingle,TruthDevelopment82,Dreamy Einstein,Yes,,,,,Yes,Guest,M2AXK
TRUE,16,1611,King,,"1611, 1613",Fervent,Curran,Reverent Wescoff,,Wed - 11/8,Tue - 11/14,Yes,WordSection70,SimplyMyInternational,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,16,1612,Queen,Lakeview,,Upbeat,Lehmann,Adoring Chebyshev,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,TypeCouple42Lady,Dreamy Einstein,No,,,,,Yes,Art,TCD52
FALSE,16,1613,King,,"1611, 1613",Eloquent,Colden,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,BillClearlyLeader,Dreamy Einstein,Yes,,,,,Yes,Guest,X35T8
FALSE,16,1614,King,,"1614, 1618",Sleepy,Galois,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,requested art floor,,,Yes,Guest,4KHM76
FALSE,16,1615,Queen,Lakeview,"1615, 1626",Tender,Shockley,Brave Merkle,,Thur - 11/9,Mon - 11/13,Yes,NameOhSingle,RiseWife34Region,Ecstatic Jackson,No,,,,,Yes,Art,H3824
FALSE,16,1618,King Sierra Suite,,"1614, 1618",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,16,1619,Tahoe Suite,,"1619, 1623",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,16,1622,King,,"1622, 1624",Adoring,Meninsky,,,Tue - 11/7,Tue - 11/14,Yes,NaturePosition49One,FightStay77Window,Dreamy Einstein,No,,,,,Comp,Production,n/a
TRUE,16,1623,King,Lakeview,"1619, 1623",Festive,Black,Reverent Wescoff,,Wed - 11/8,Mon - 11/13,Yes,RestLaughWater,BehindDrop16Seem,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,16,1624,King,,"1622, 1624",Busy,Liskov,,,Fri - 11/10,Mon - 11/13,,,,Exciting Mestorf,Yes,,King on 16 (or quieter floor),,,Yes,Guest,6CT7A2
FALSE,16,1625,Queen,Lakeview,,Confident,Rosalind,,,Fri - 11/10,Mon - 11/13,Yes,WordSection70,TryFinishRock,Dreamy Einstein,Yes,,,,,Yes,Guest,5N65X
TRUE,16,1626,Queen Sierra Suite,,"1615, 1626",Cranky,Euclid,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,"upgraded from a king to queen suite, original ticket H5NA5",,"upgraded from a king to queen suite, original ticket H5NA5",Yes,Guest,AR6H3K
FALSE,16,1627,Queen,,,Gracious,Dhawan,,,Fri - 11/10,Mon - 11/13,Yes,NameOhSingle,AnotherOpinion78,Dreamy Einstein,Yes,,,,,Yes,Guest,93CTT
TRUE,16,1631,Tahoe Suite,,"1631, 1635",Admiring,Keller,,,Fri - 11/10,Mon - 11/13,,,,Relaxed Mcclintock,No,,,,,Yes,Guest,TM34KH
TRUE,16,1632,King Sierra Suite,Lakeview,"1632, 1636",Hungry,Beaver,Reverent Wescoff,,Tue - 11/7,Tue - 11/14,Yes,EnjoyThose26Seem,AbilityDefense86,Ecstatic Jackson,No,,,,,Comp,Art,n/a
TRUE,16,1635,Queen,Lakeview,"1631, 1635",Distracted,Kare,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,close to josh goldbard on 1631,,,Yes,Guest,5XMHX9
FALSE,16,1636,Queen,Lakeview,"1632, 1636",Quirky,Franklin,Nervous Pike,,Thur - 11/9,Mon - 11/13,Yes,NaturePosition49One,FightSociety67Organization,Dreamy Einstein,Yes,,,,,Yes,Guest,888KXN
FALSE,16,1637,Queen,Lakeview,,Stupefied,Wozniak,,,Thur - 11/9,Mon - 11/13,Yes,NameOhSingle,ForceStar86Yeah,Dreamy Einstein,No,,,,,Yes,Art,9M8MH5
FALSE,16,1638,Queen,Lakeview,,Dreamy,Banach,,,Fri - 11/10,Mon - 11/13,Yes,RestLaughWater,DetailWould2,Dreamy Einstein,Yes,,,,,Yes,Guest,K26RR
TRUE,17,1701,Queen,Hearing Accessible,,Flamboyant,Kalam,Upbeat Franklin,,Wed - 11/8,Mon - 11/13,,,,Charming Mendeleev,No,,,,,Comp,4th Wall,n/a
FALSE,17,1702,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,17,1703,King,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,17,1706,King Sierra Suite,Lakeview,"1706, 1710",Modest,Heyrovsky,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,Yes,,King Sierra suite on non-smoking floor,,,Yes,Guest,75D3NA
FALSE,17,1707,King Sierra Suite,,"1707, 1711",Heuristic,Robinson,Loving Goldwasser,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,4th wall reserve,Comp,4th Wall,n/a
FALSE,17,1710,Queen,Lakeview,"1706, 1710",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,17,1711,King,,"1707, 1711",Heuristic,Robinson,Loving Goldwasser,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,4th wall reserve,Comp,4th Wall,n/a
FALSE,17,1712,King,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,17,1713,Queen,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,17,1714,King,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,17,1715,Queen,Lakeview,"1715, 1726",Keen,Hawking,,,Fri - 11/10,Mon - 11/13,,,,Exciting Mestorf,Yes,,next to Michael Morganstern,,,Yes,Guest,CX5K6
FALSE,17,1718,King Sierra Suite,,"1718, 1722",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,17,1719,King Sierra Suite,Lakeview,"1719, 1723",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,17,1722,Queen,,"1718, 1722",Heuristic,Robinson,Loving Goldwasser,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,No,,,,4th wall reserve,Comp,4th Wall,n/a
TRUE,17,1723,Queen,Lakeview,"1719, 1723",Hopeful,Chaum,,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,No,,,,,Yes,Guest,6NH98
TRUE,17,1724,King,,,Nervous,Heyrovsky,Stupefied Blackburn,,Mon - 11/6,Tue - 11/14,,,,Charming Mendeleev,No,,Talk to Puppy,,,Comp,4th Wall,n/a
TRUE,17,1725,King,Lakeview,,Silly,Banach,Musing Mclean,,Fri - 11/10,Mon - 11/13,,,,Charming Mendeleev,No,,,,,Yes,Guest,4M9XA
TRUE,17,1726,Queen Sierra Suite,,"1715, 1726",Boring,Lehmann,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,next to Taylor Trimble,,,Yes,Guest,XMCCD
FALSE,17,1727,King,,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
FALSE,17,1731,King Sierra Suite,Lakeview,"1731, 1735",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,17,1732,King Sierra Suite,Lakeview,"1732, 1736",Elated,Poitras,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,close to david dowling and Infinite Butts project,,,Yes,Guest,AM5R86
FALSE,17,1735,Queen,Lakeview,"1731, 1735",,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
TRUE,17,1736,Queen,Lakeview,"1732, 1736",Sharp,Montalcini,,,Fri - 11/10,Mon - 11/13,,,,Dreamy Einstein,Yes,,clsoe to Infinite Butts project + becky Bourgeois,,,Yes,Guest,7TN4K
FALSE,17,1737,King,Lakeview,,Xenodochial,Sutherland,,,Wed - 11/8,Wed - 11/15,,,,Charming Mendeleev,Yes,,Lakeview,,,Comp,Safety,n/a
FALSE,17,1738,Queen,Lakeview,,,,,,Fri - 11/10,Mon - 11/13,,,,Roombaht,,,,,,,,
